sample_id,url,html_path,label,quality_status,quality_score,quality_reasons
20260129__amirfarahani.ir__fa11941c61cd__phishing,https://amirfarahani.ir?4EQF2e=n5BpHSOQlAXVtvGzycTrkNneiVXk6leU&Gko8AE=0OlojD09AVBiK5pw2o1AYjY2T2MRGk7K&aYu2fC=JkW3Y4DsSqvq4fdmbIPD5VCMbsrxgs3y&SPSEwm=JmnCpfP1iwNy0O411KKFh5hlaggWYksL&24sdRc=xdGdll2SCesIBCfLgazRMJW16zkHYe2o&fAEHBC=EJgGJgX3JYj7Ps4cCTm3kQWKstIicsZj&7IGZQk=caYPMbNlObwv0SSo927MuT3B7V7KJtQq&OMM63E=blaRbV9ub9J8bo63b1qppQBLfQ56COpH,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260129__amirfarahani.ir__fa11941c61cd__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260129__amirkamari.ir__3aa8c8b6d24d__phishing,https://amirkam4r1-ver!fy.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260129__amirkamari.ir__3aa8c8b6d24d__T24.html,1,extract_error,0.0,UnsafeURL:invalid_idn_hostname
20260129__bankmellat.ir__e5b531682d75__phishing,https://cdn-redirect-1.example-cdn.net/r?token=I7WJlH0Eroxt&next=https%3A%2F%2Fcdn-redirect-0.example-cdn.net%2Fr%3Ftoken%3Dxorocn0YIXVO%26next%3Dhttps%253A%252F%252Fwww.google.com%252Furl%253Fq%253Dhttps%25253A%25252F%25252Fbankmellat.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260129__bankmellat.ir__e5b531682d75__T25.html,1,partial,0.4652,missing_title|low_tag_count|low_visible_text
20260129__bcn.iums.ac.ir__f886f2036904__phishing,https://ver1fy-iums.ac.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260129__bcn.iums.ac.ir__f886f2036904__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260129__betani.ir__2ffba0d32047__phishing,https://bdtani.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260129__betani.ir__2ffba0d32047__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260129__betazoon.ir__e9e693b547d3__phishing,https://b3t4z0on-s1gn!n.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260129__betazoon.ir__e9e693b547d3__T14.html,1,extract_error,0.0,UnsafeURL:invalid_idn_hostname
20260129__birjand.ac.ir__817232db3d7b__phishing,https://$ign!n-birjand.ac.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260129__birjand.ac.ir__817232db3d7b__T07.html,1,extract_error,0.0,UnsafeURL:invalid_idn_hostname
20260129__blog.ir__8f7778b2b7fd__phishing,https://cdn-redirect-1.example-cdn.net/r?token=5abbzQUFLxaK&next=https%3A%2F%2Fcdn-redirect-0.example-cdn.net%2Fr%3Ftoken%3DoI5Tx1KAwZWk%26next%3Dhttps%253A%252F%252Fwww.google.com%252Furl%253Fq%253Dhttps%25253A%25252F%25252Fblog.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260129__blog.ir__8f7778b2b7fd__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260129__cardo.ir__74a01b1fcb5a__phishing,https://cardo-@ccoun7.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260129__cardo.ir__74a01b1fcb5a__T12.html,1,extract_error,0.0,UnsafeURL:userinfo_not_allowed
20260129__cehsat.iust.ac.ir__67a11a4c698f__phishing,https://s!gnin-iust.ac.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260129__cehsat.iust.ac.ir__67a11a4c698f__T15.html,1,extract_error,0.0,UnsafeURL:invalid_idn_hostname
20260129__civillabs.kashanu.ac.ir__01db1a6b5776__phishing,https://xn--vllb-73d2htgcb.xn--khnu-53db1x.xn--80a8a.xn--r-evb,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260129__civillabs.kashanu.ac.ir__01db1a6b5776__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260129__dwseo.ir__6756eb39c7d0__phishing,https://cdn-redirect-1.example-cdn.net/r?token=ZfLGeYaXnRtO&next=https%3A%2F%2Fcdn-redirect-0.example-cdn.net%2Fr%3Ftoken%3DRy2BUIGcQ4pL%26next%3Dhttps%253A%252F%252Fwww.google.com%252Furl%253Fq%253Dhttps%25253A%25252F%25252Fdwseo.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260129__dwseo.ir__6756eb39c7d0__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260129__eshop.eca.ir__fdc54f7543b4__phishing,https://eshop.eса.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260129__eshop.eca.ir__fdc54f7543b4__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260129__faraa.ir__4096d70922f9__phishing,https://fraaa.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260129__faraa.ir__4096d70922f9__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260129__fileday.ir__9740753eb108__phishing,https://fileday-$3cure.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260129__fileday.ir__9740753eb108__T11.html,1,extract_error,0.0,UnsafeURL:invalid_idn_hostname
20260129__flytoday.ir__cb49c06f1ccc__phishing,https://cdn-redirect-1.example-cdn.net/r?token=1pMR09lPETO8&next=https%3A%2F%2Fcdn-redirect-0.example-cdn.net%2Fr%3Ftoken%3DIqTkPe1j3VFd%26next%3Dhttps%253A%252F%252Fwww.google.com%252Furl%253Fq%253Dhttps%25253A%25252F%25252Fflytoday.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260129__flytoday.ir__cb49c06f1ccc__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260129__fmedicine.ajums.ac.ir__ebbd0cb15a19__phishing,https://s!gn!n-ajums.ac.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260129__fmedicine.ajums.ac.ir__ebbd0cb15a19__T21.html,1,extract_error,0.0,UnsafeURL:invalid_idn_hostname
20260129__gmu.ac.ir__e2b9327ab0fe__phishing,https://hmu.ac.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260129__gmu.ac.ir__e2b9327ab0fe__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260129__iccnews.ir__cc911c5728e7__phishing,https://iccnews.ir?GuplBq=FaNOJkvqvza4QzSzgTsF4DtyE7aYx1v7&hGvG9q=YHvEnP9CVQegaNobqSE6AVHzboI5KVFf&nR379D=u2CErihiMAKivUPTiKYC9zjpbTKwjWx4&DEBjWb=Z4QSse18iKSUXBnjTGUBBEuLDKztTQuV&nvJFnH=5h4tDrEWyGITPpsbEp8znpMoQ0CKDpmq&DIh0BF=P8iudJF67yCP3BGjKhhrUd3NXNHoaoOv&1bswri=CwjYyAx8o3L6xunjL3ON100LXQxVScfd&b3wZCP=rYIMZ1HoYGg5wMznkGTSeUCqqUTWlinK,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260129__iccnews.ir__cc911c5728e7__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260129__icme2025.iranjme.ir__bbb22681ad78__phishing,https://xn--m2025-zwe6f8h.xn--rnm-6cd1a7qra.xn--r-evb,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260129__icme2025.iranjme.ir__bbb22681ad78__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260129__icps.ut.ac.ir__b403463de36a__phishing,https://$i9nin-u7.ac.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260129__icps.ut.ac.ir__b403463de36a__T17.html,1,extract_error,0.0,UnsafeURL:invalid_idn_hostname
20260129__indonesia.mfa.gov.ir__308ab987603d__phishing,https://xn--nn-8kct7b2icf84m.xn--mf-8kc.xn--gv-fmc.xn--r-evb,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260129__indonesia.mfa.gov.ir__308ab987603d__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260129__jast.modares.ac.ir__e39868a23944__phishing,https://jast.modarse.ac.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260129__jast.modares.ac.ir__e39868a23944__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260129__jtdm.irost.ir__af93ba63ce57__phishing,https://jtdm.irost.ir?nPtdcp=ItFWfb7sIgNbJ6e9vuPoUXI9kksCmwFy&lMv7t6=kjMdnVfPbJo4lTbbGJam22nxBuzzEuLR&00xJNi=bXsvamJiNMfWNVjoloOAGcxy4DaVrU2V&XZdEQM=7E7XxADbKFtyoeTOrtuM6CRslcpNpDYz&2o30JZ=b6MR61UqNQk38uV0cwrMf2YSzSAsOq1o&yKopBN=EXLrm8zkUib4lpLxU52TQMYqXbCp3PH5&khvgfP=L9MEKncvo4PNKHP3HPtHGYiIITgmZoDB&bjccRl=wyvrqpXaeTezOBbZ1jeDSIhUPfEpElCM,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260129__jtdm.irost.ir__af93ba63ce57__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260129__kalarian.ir__8cb82536e50f__phishing,https://kalari4n-@ccoun7.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260129__kalarian.ir__8cb82536e50f__T16.html,1,extract_error,0.0,UnsafeURL:userinfo_not_allowed
20260129__kamalolmolk.ac.ir__7bc4a55ef10f__phishing,https://upd@t3-k4m4l0lm0lk.ac.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260129__kamalolmolk.ac.ir__7bc4a55ef10f__T07.html,1,extract_error,0.0,UnsafeURL:userinfo_not_allowed
20260129__karevansadeghiye.ir__328155da95e0__phishing,https://cdn-redirect-1.example-cdn.net/r?token=zxR73BSlYNOy&next=https%3A%2F%2Fcdn-redirect-0.example-cdn.net%2Fr%3Ftoken%3DLDdx9g6BOg3g%26next%3Dhttps%253A%252F%252Fwww.google.com%252Furl%253Fq%253Dhttps%25253A%25252F%25252Fkarevansadeghiye.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260129__karevansadeghiye.ir__328155da95e0__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260129__khamenei.ir__78bb0a9b7caa__phishing,https://khamene1-si9n!n.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260129__khamenei.ir__78bb0a9b7caa__T09.html,1,extract_error,0.0,UnsafeURL:invalid_idn_hostname
20260129__life.irna.ir__ed2c6508e4b1__phishing,https://cdn-redirect-1.example-cdn.net/r?token=dK0aBSLTGabY&next=https%3A%2F%2Fcdn-redirect-0.example-cdn.net%2Fr%3Ftoken%3DJxTkzX2l7Sok%26next%3Dhttps%253A%252F%252Fwww.google.com%252Furl%253Fq%253Dhttps%25253A%25252F%25252Flife.irna.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260129__life.irna.ir__ed2c6508e4b1__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260129__macs.semnan.ac.ir__79372c6a02e3__phishing,https://xn--m-8sb5c6d.xn--mnn-7cdw5q.xn--80a8a.xn--r-evb,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260129__macs.semnan.ac.ir__79372c6a02e3__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260129__markazkade.ir__7daef430d061__phishing,https://1og!n-markazkade.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260129__markazkade.ir__7daef430d061__T08.html,1,extract_error,0.0,UnsafeURL:invalid_idn_hostname
20260129__modir-danesh.ir__a451bebd4fd9__phishing,https://$ecure-mod1r-dan3sh.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260129__modir-danesh.ir__a451bebd4fd9__T13.html,1,extract_error,0.0,UnsafeURL:invalid_idn_hostname
20260129__motahar.ac.ir__02643ca4b5f7__phishing,https://$ignin-m07ahar.ac.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260129__motahar.ac.ir__02643ca4b5f7__T13.html,1,extract_error,0.0,UnsafeURL:invalid_idn_hostname
20260129__mybatery.ir__3bad6e9a4964__phishing,https://mbatery.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260129__mybatery.ir__3bad6e9a4964__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260129__mybusiness20.ir__f85f660cdf65__phishing,https://xn--mbun20-6of2i6gcai.xn--r-evb,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260129__mybusiness20.ir__f85f660cdf65__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260129__old.roshd.ir__5ccac26f8e31__phishing,https://log!n-roshd.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260129__old.roshd.ir__5ccac26f8e31__T09.html,1,extract_error,0.0,UnsafeURL:invalid_idn_hostname
20260129__ostan-th.ir__166498adc91d__phishing,https://cdn-redirect-1.example-cdn.net/r?token=UqgtUxv4HscH&next=https%3A%2F%2Fcdn-redirect-0.example-cdn.net%2Fr%3Ftoken%3D6EklIWVUOQyC%26next%3Dhttps%253A%252F%252Fwww.google.com%252Furl%253Fq%253Dhttps%25253A%25252F%25252Fostan-th.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260129__ostan-th.ir__166498adc91d__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260129__parsa.ac.ir__7187d3ec1a9a__phishing,https://par5a-@ccount.ac.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260129__parsa.ac.ir__7187d3ec1a9a__T25.html,1,extract_error,0.0,UnsafeURL:userinfo_not_allowed
20260129__parto-ticket.ir__ad0f246b60fa__phishing,https://lo9!n-p4r7o-71ck3t.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260129__parto-ticket.ir__ad0f246b60fa__T11.html,1,extract_error,0.0,UnsafeURL:invalid_idn_hostname
20260129__psi.ir__8f8215410949__phishing,https://xn--p1a6bd.xn--r-evb,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260129__psi.ir__8f8215410949__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260129__pt-afran.ir__e6219557816c__phishing,https://cdn-redirect-1.example-cdn.net/r?token=q8RjqaXl8IWw&next=https%3A%2F%2Fcdn-redirect-0.example-cdn.net%2Fr%3Ftoken%3D5bR8ES2H1SXD%26next%3Dhttps%253A%252F%252Fwww.google.com%252Furl%253Fq%253Dhttps%25253A%25252F%25252Fpt-afran.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260129__pt-afran.ir__e6219557816c__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260129__rabit.kums.ac.ir__173a37aa3cf5__phishing,https://$i9nin-kums.ac.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260129__rabit.kums.ac.ir__173a37aa3cf5__T11.html,1,extract_error,0.0,UnsafeURL:invalid_idn_hostname
20260129__rail-news.ir__19081c6f6791__phishing,https://rail-0news.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260129__rail-news.ir__19081c6f6791__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260129__sadjad.ac.ir__cd6895d8e16f__phishing,https://cdn-redirect-1.example-cdn.net/r?token=lR4lhDCpp4V6&next=https%3A%2F%2Fcdn-redirect-0.example-cdn.net%2Fr%3Ftoken%3Drg77dP0QbQwD%26next%3Dhttps%253A%252F%252Fwww.google.com%252Furl%253Fq%253Dhttps%25253A%25252F%25252Fsadjad.ac.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260129__sadjad.ac.ir__cd6895d8e16f__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260129__samaneline.ir__3ba86921abeb__phishing,https://sam4neline-ver!fy.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260129__samaneline.ir__3ba86921abeb__T18.html,1,extract_error,0.0,UnsafeURL:invalid_idn_hostname
20260129__seyedalimousavinoor.ir__b64bbc40233f__phishing,https://cdn-redirect-1.example-cdn.net/r?token=Tc33jj6fLLys&next=https%3A%2F%2Fcdn-redirect-0.example-cdn.net%2Fr%3Ftoken%3DASRoeE9HdVyi%26next%3Dhttps%253A%252F%252Fwww.google.com%252Furl%253Fq%253Dhttps%25253A%25252F%25252Fseyedalimousavinoor.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260129__seyedalimousavinoor.ir__b64bbc40233f__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260129__shahecheragh.ir__9f997f360fee__phishing,https://shahecher4gh-@ccount.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260129__shahecheragh.ir__9f997f360fee__T15.html,1,extract_error,0.0,UnsafeURL:userinfo_not_allowed
20260129__shamad.saramad.ir__49442b3dbd0c__phishing,https://shamad.sаramad.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260129__shamad.saramad.ir__49442b3dbd0c__T09.html,1,blocked,0.05,challenge_or_error_page|forbidden
20260129__siasatrooz.ir__47fdcdb02e82__phishing,https://cdn-redirect-1.example-cdn.net/r?token=FLEWJ19kZxr3&next=https%3A%2F%2Fcdn-redirect-0.example-cdn.net%2Fr%3Ftoken%3DU1CFqj2XyHk6%26next%3Dhttps%253A%252F%252Fwww.google.com%252Furl%253Fq%253Dhttps%25253A%25252F%25252Fsiasatrooz.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260129__siasatrooz.ir__47fdcdb02e82__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260129__tabari.ac.ir__65e70f6cf2b9__phishing,https://tabari.ac.ir?A10Os2=YKkJgAPwYsRHEAU258ut5lGzEZ6Ro7mX&Omy8rd=SJbsIXw0LEUnByygOPeLs0lBgM7G5bTG&e41EDj=QL4egVUG1wMoR1bK2v09ifoEYlCKn3Gg&gS9ggh=hHOp8zCjP9K0XDKFjn8NwemK7DveXtZV&Pixdx4=36wUaAdBvAGRy2dx7GsEZ2FQnSSeAA2f&eQI6lS=0broEuhLmBhG5e5KZoHgMWXq4zGnSmX1&hsk6az=IPJw0i441n7JDa0zKbr6dcH2VdBvxw97&onXG8r=hpyw56RDMLitQty1aXgBcXf8tbbMFn1b,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260129__tabari.ac.ir__65e70f6cf2b9__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260129__tvbox1.ir__6fb812ef9120__phishing,https://7vbox1-upd@t3.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260129__tvbox1.ir__6fb812ef9120__T19.html,1,extract_error,0.0,UnsafeURL:userinfo_not_allowed
20260129__urmia-ag.ir__bb68b94731aa__phishing,https://xn--urm-g-6veb51a.xn--r-evb,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260129__urmia-ag.ir__bb68b94731aa__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260129__vet.semnan.ac.ir__0aa9c0ea02c6__phishing,https://53mn4n-upd@te.ac.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260129__vet.semnan.ac.ir__0aa9c0ea02c6__T07.html,1,extract_error,0.0,UnsafeURL:userinfo_not_allowed
